file,emotion,text
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F015.wav,hap,i know so  we're gonna take it like we're not gonna get married right away cause we want to like have . plenty of time to plan everything out .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F016.wav,hap,and um  my  parents want to like  be part of it and help out and everything so we want to give it lots of time to like .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F017.wav,hap,yeah yeah i called them i called them . and of course they were so excited cause they love him like  they always have  um .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F018.wav,hap,so yeah i mean it'll be good we wanna like . uh i . think we're gonna have it in spring . time like early spring so it's no too hot yet and um .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F019.wav,hap,i don't know i mean i  kinda like the idea of having something  outside but . like is . a yeah .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F021.wav,hap,yeah . i don't know . {lg} i . mean i can't even the . whole idea of like . living spending my whole life with somebody . that's . crazy .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.wav,hap,thank you thank you so much .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F024.wav,hap,oh you will you'll find just the right girl and . she'll be perfect for you and  everything . will be  great .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.wav,hap,yeah it's  pretty  good .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.wav,hap,of course of course you'll be able to be a part of it you can come help me pick my . colors .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F028.wav,hap,it's . so girly i don't even know how to like it's so weird but . it'll be fun my mom will love  to be like she'll get  so into it i'm  sure .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.wav,hap,she'll be . like . flowers and the .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.wav,hap,oh thank . you  {lg} .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M001.wav,neu,um  you .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M004.wav,hap,that is great  you look . radiant i should've guess .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M005.wav,hap,well . tell me about him what happened .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M009.wav,hap,yeah . i mean candles wouldn't stay  no i didn't i didn't know anything about  it .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M010.wav,hap,no i'm just as happy  as you are this is .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M011.wav,hap,so i mean it's good though .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M012.wav,hap,yeah i know wow  i'm shaking i  can't even .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M013.wav,neu,oh . do they do they know yet have you told them oh that's .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M014.wav,neu,that's great yeah .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M015.wav,neu,okay  you know you know where or .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M016.wav,neu,uh . huh i mean you know it's spring it'll be .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M017.wav,neu,spring's nice though .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M018.wav,neu,yeah that is how long you guys been together now .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M019.wav,hap,okay all right so {lg} quite a while i mean that's  that's good  i'm so happy for you {lg} .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.wav,hap,yeah i'd  love to  be in that same  situation some day but wow so .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M022.wav,hap,oh i approve i {lg} . i more than approve .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M023.wav,hap,i mean . i'm surprised he didn't ya know . go get a plane to fly over and shine but . candles on the beach that's . okay  too i guess .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M024.wav,hap,well can i mean let me know i want . i want invitations and .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M025.wav,hap,oh yes . this  is  the whole {ns} .
Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M026.wav,hap,it'll be good wow . that's great .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F009.wav,sad,i feel so worthless .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F016.wav,sad,i just wanna . crawl in a . hole you know like it just makes you not wanna even . open your eyes in the morning .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M000.wav,neu,so  uh so how's it been going i mean you have any  needs or anything .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M001.wav,neu,no you  can't think that  way i mean  it's good it's good that you're . that you're calling you know you . can't .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M003.wav,neu,no come on . don't {ns} .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M004.wav,neu,i know i know it's hard but . you . just . you gotta . keep going i mean you've been going at it for so long you  know  something is definitely going to come up i i know it will because  you're a good worker .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M005.wav,neu,no it's i mean . it's competitive you know that's  that's what it is that's what you gotta be is competitive .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M006.wav,neu,there there  are plenty of people out there with . with like  good jobs you know that  are a lot .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M007.wav,neu,dumber than you i mean  they're a lot worse off than you . you are much better off than like a lot of those people in there i know .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M008.wav,neu,i know it makes it harder i mean it's definitely  who you know in a lot of cases but .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M009.wav,neu,but you gotta . otherwise what . is what's your other option .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M010.wav,neu,it's not worthless cause it's definitely gonna it's definitely gonna pay off i know it i mean i can  i've just i've seen your work etiquette you know you're . a good worker and .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M011.wav,neu,and there's no reason that . that something won't come up like . really soon . all right so you just gotta .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M012.wav,neu,because  i know you you know and maybe once you get to know some more people  like talking to them and everything they'll get to know you too and  they'll realize they  should've hired you three years ago you know but and . and they'll finally come around and . believe me it'll . you gotta .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M013.wav,neu,well maybe . yeah but  maybe you get to that point where it's like you bug em . and . then they just don't wanna hear from you anymore . but you keep bugging them . and bugging them . and then  it's gonna annoy them so much that . they're gonna be like all right fine you know .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M015.wav,neu,that  obviously that's not true though i mean  you've done this before you've done . all the work like this before you know  and and . you've gotten people saying oh you're so good and like you know .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M016.wav,neu,right .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M017.wav,neu,well . you've gotta live .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M018.wav,neu,i mean it's just it's really i don't know yeah it's about . their opinions . and it's about i don't know just getting yourself out there and .
Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M019.wav,neu,well . come on . come on  thinking about it like this is definitely not gonna help either though .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F000.wav,neu,hi um excuse me i believe that the airline lost my baggage .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F001.wav,neu,no it didn't  um it didn't come out and i don't see it anywhere around here so what can you do about  that .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F004.wav,neu,how much .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F006.wav,ang,that's all that's all that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F010.wav,ang,because you don't seem to care very much you know .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F019.wav,ang,it sounds like it's . such a little like oh well no big deal whatever it's a big deal to me .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M000.wav,neu,um  okay . it didn't  didn't come out on the carrousel .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M001.wav,neu,okay  um . well  unfortunately yeah there was a some  some problems with the .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M002.wav,neu,uh well some  some of the bags were  were lost on the way over here uh .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M003.wav,neu,you know i mean there's a lot of things that go on under the plane and sometimes you know that kind of things happen .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M004.wav,neu,uh but . we are willing to reimburse you for the bag . and  and . for the contents .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M005.wav,neu,um  we'd be willing  to give you . uh fifty dollars  for .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M006.wav,neu,right uh  we realize you know that  that it's . a bad situation but  i'm sorry there's nothing . that we can really do .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M007.wav,neu,i think . um maybe you can . file a claim if you want and turn it in to our main office .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M008.wav,neu,right no i mean they they might . they might  if you if you are argue the case more maybe they'll reimburse you more but  right now .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M009.wav,neu,yes i . know i know it's it's  frustrating unfortunately though . um .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M010.wav,neu,by checking your bags you . you  you know admit to the liability that's that's at risk .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M011.wav,neu,right . well . by checking in your bags . you . agreed to  you know at the will of the .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M012.wav,neu,you paid for the flight  and then your bags were checked at it's a service that the airline  provides for us so . so  really it's  really the risk was taken and i'm . sorry but there's  really nothing else we can do so do you want . do you want the reimbursement .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M013.wav,neu,well there are there are some shops here in in the airport .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M014.wav,neu,no um  like i said you can file a claim and uh  maybe get reimbursed for more you .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M015.wav,neu,probably even talk to .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M016.wav,neu,right that that gets taken care of  that gets taken care of we get we do you know we investigate those . and just . make sure that . um . they're not doing their own thing with them so  uh .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M017.wav,neu,but unfortunately sometimes is .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M018.wav,neu,well that's that's what i'm saying .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M019.wav,neu,okay well that that . could be something that you put on on the claim . on on the complaint  form if you want . and . provide us with . your information while you're here and then maybe if it turns up . then . we'll send it right over .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M020.wav,neu,all right miss i . i know i realize this but . like  i said there are several people that are in your same situation . so  um . it's not it's not  totally uncommon and . i'm actually gonna have to ask you to move so i can help the next person .
Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M021.wav,neu,yes  all right there you go now  you can file a claim over to the left and . they'll help you out .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F000.wav,sad,um johnny died yesterday .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F001.wav,sad,we knew that it was  coming but .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F002.wav,sad,it seemed like he had . a little bit longer like just last week he was doing was so well .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F003.wav,sad,yeah .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F004.wav,sad,i just don't want him to be gone .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F005.wav,sad,and his whole . family was . there .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F006.wav,sad,i mean he was  like . really  conscious right up until the end  you know .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F007.wav,sad,he was so young you know  and all the  stories he used . to tell me about .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F008.wav,sad,the way  he wanted to live and  he was gonna go to africa . and he was gonna .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F009.wav,sad,nobody's ever gonna forget him .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F010.wav,sad,he did a lot but .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F011.wav,sad,i'm gonna forget him .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F012.wav,sad,i won't be able to hear his  voice or his .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F013.wav,sad,you start to lose like  that  image  after a while .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F014.wav,sad,thanks .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M000.wav,neu,hey a . what's up .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M001.wav,neu,wow that's horrible .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M002.wav,neu,i'm sorry to hear about . that .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M003.wav,neu,yeah .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M004.wav,neu,i mean  you know at least he's  not in anymore pain now right .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M005.wav,neu,it's  good you know you . know  it hurts i know i know what it's like to  lose someone like that .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M006.wav,neu,it's okay .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M007.wav,neu,cause . you . know you've got all the times that  you guys  did spend together you know and that's  something good that you can look back on .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M008.wav,neu,i mean i don't know .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M009.wav,neu,well that's . that's good . you know at least i don't  know i  mean it's it's . better to go to goout that way than .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M010.wav,neu,than you know  in . pain and like  this . gradual this horrible process  i mean .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M011.wav,neu,but look at . the  he  look at the life he did get to  lead . i mean  for his age he'd done so much and .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M012.wav,neu,yeah exactly he's  made a big impact on a lot of people and .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M013.wav,neu,and you'll always have that and  you . should feel you know  happy for him that he got to . do so much before i  mean  and even after he found out . last year i mean .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M014.wav,neu,i know it doesn't bring him back . but .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M015.wav,neu,but it's okay because  now you . know . you'll just go on  with your life  and .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M016.wav,neu,no you'll never forget him .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M017.wav,neu,i know . but you're not i mean you're not going to forget him the pain will go away . eventually  and or it  will subside .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M018.wav,neu,that will be it'll be . it'll be better that way i mean time . will tell time heals you know and . it's good it's okay i mean . it  wasn't anybody's fault or anything  like that so .
Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M019.wav,neu,it's hard to lose someone that  way but  he's he's better he's better off . now .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F001.wav,hap,i got into u s c .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F002.wav,hap,yeah i'm so excited so i'm gonna say .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F003.wav,hap,yeah i think i mean because where else would i gonna go like . the other places that i applied to i really didn't like that much anyway .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F004.wav,hap,so .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F005.wav,hap,yeah . i know .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F006.wav,hap,absolutely i'm so excited .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F007.wav,hap,i know i know and we'll all get to hang out and  i'm even though we'll be at like at different parts of the . city we can still like .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F008.wav,hap,hang out and like have our different lives and meet each other's  friends and stuff so  i'm just so glad cause they have such a good school .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F009.wav,hap,and like  the football team and like  all the you what i mean like .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F010.wav,hap,you can  walk somewhere and be anywhere in the country and . be like oh yeah i am at u s c .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F011.wav,hap,and you know what you know what i mean like it's recognizable rather than just being like i went some random school it's  like . people really know what you .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F012.wav,hap,like  they feel like . i feel like it's going  to be so  like accomplished do you know what i mean .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F013.wav,hap,like it has some  prestige . so .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F014.wav,hap,yeah i mean there's all the money stuff and  my mom's helping me . with the financial aid and stuff . but it'll be fine .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F015.wav,hap,like now that i'm accepted it's just like . such a huge load off my mind .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F016.wav,hap,i don't mind worrying about all the  paperwork . you know .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F017.wav,hap,because i don't have to like . make that decision  anymore i don't have to try and decide like  what the bad . school i'm going to go to is . you know .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F018.wav,hap,i know i . know i think you go and you like stay for a couple of days and you meet people and and they'll give you like a tour and . show you everything oh man  i'm . just so i'm  so excited .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F019.wav,hap,yeah oh totally it's a beautiful campus it's gonna be really nice  um and everyone is . friendly and like there's ivy on all the walls oh it's just  so . it's so like collegiate .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F020.wav,hap,you know what i mean like it's like exactly . what  i . want .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F021.wav,hap,well you  know i've thought . about it . but they have so many  things that i might like try some things out first .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F022.wav,hap,because . also on the list of their um . like g e s or whatever you have a lot of choices within every single one . so you can . like  try things out and not just be like oh i have to take math oh i have to take this you know what i mean .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F023.wav,hap,so  um  so i don't know .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F024.wav,hap,i mean i'm gonna take a bunch of stuff and . see .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F025.wav,hap,i . they have like  they just have so many like . prestigious like  this school is top ten and  like . the departments within it you know what i mean .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F026.wav,hap,i know i get to be one  of those now i'll like walk around and be like a u s c you know what i mean .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F027.wav,hap,and you'll be like .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F028.wav,hap,student i'm a student  yes i am thank  you very much .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F029.wav,hap,{br} .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F030.wav,hap,i know  i'm excited .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F031.wav,hap,well that'll take a while {ns} .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F032.wav,hap,that's going to be a lot of work .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F033.wav,hap,but it'll be fine i mean i'm  so excited  it's going to be so . fun .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F034.wav,hap,i know and i mean the area's not great but like . the school makes up for it it'll be fine  it'll  be good .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F035.wav,hap,i know . i know . so fun . i can't wait .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F036.wav,hap,i will  i will . thank . you .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F037.wav,hap,thanks .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M000.wav,neu,so . how's it going .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M001.wav,hap,oh  you got  what . where .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M002.wav,hap,oh no way .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M003.wav,hap,are you gonna go you gonna .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M004.wav,hap,wow that's .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M005.wav,hap,that's first choice huh that's so awesome and now look you're gonna be . you're gonna be here  you know .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M006.wav,hap,yeah no definitely . it's gonna .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M007.wav,hap,yeah .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M008.wav,hap,yeah .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M009.wav,hap,fight on .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M010.wav,hap,{lg} .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M011.wav,hap,wow that's cool .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M016.wav,neu,so .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M017.wav,hap,right right right . oh man . then you're going to have to do orientation i guess .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M018.wav,hap,that'll be awesome .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M019.wav,hap,i mean because you went to the campus before . right .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M023.wav,hap,oh man .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M027.wav,hap,ahh . yeah {ns} .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M028.wav,hap,you'll be like are you a fan or a student you know  student {lg}  oh man that's  awesome .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M029.wav,hap,a u s c . graduate now  you're set .
Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M034.wav,hap,you're getting close to the beach i mean geez .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F000.wav,neu,hi my name is shiloh welcome to airline six . hi how may i help you .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F001.wav,neu,all right sir .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F002.wav,neu,i completely understand automated  systems are very difficult sometimes .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F003.wav,neu,um how may i help you you're trying to book a specific flight .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F004.wav,neu,oh yeah absolutely you know . and especially  because you've been waiting so long and i know that um you've been having a difficult time .
Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F005.wav,neu,i want to definitely give you our special package today . which um . is usually only for valued customers who have  a record of having previous .
